"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD8-APC","CD7-APCH7","HLADR-AF700","CD11-PerCPCy55","CD38-BUV395","CD34-BUV563","CD4-BUV661","CD5-BUV737","CD15-BV421","CD3-BV480","Live_Dead Yellow","CD44-BV786","GFP","CD13-PE","CD33-PECF594","CD1a-PECy7","Time"
65350.1,60882.2,117006,8119.06,7324.4,69368.6,65.7373,4327.03,-37.2579,37.6533,6184.93,954.23,735.987,2664.8,119.945,134.972,138.597,148.993,55.6266,-248.161,182.276,3.47679,0.124401
54730.7,43714.6,123412,15023.5,12859.9,80017.9,31.7946,10153.5,92.4883,130.363,1264.29,1247.67,594.874,7390.88,297.478,105.542,210.335,897.221,59.1762,19.912,100.343,477.878,0.124776
60579.8,52661.1,120931,11774.5,10782,73830.3,106.385,7141.16,-31.5963,-47.9207,5742.2,372.468,715.708,3610.46,145.665,23.6345,21.6988,1269.21,63.9255,84.1361,98.5478,5.47831,0.133336
54909.4,45192.4,120669,12520.3,11040.2,76402.6,14.8509,7885.99,291.434,-19.9758,965.623,6495.93,294.029,3098.48,244.722,79.3864,55.2921,1018.98,102.865,4692.99,130.122,241.409,0.134184
45605.8,37870.4,117113,11794,10532.2,73579.8,-162.854,5849.99,107.34,111.316,3587.48,467.402,1860.83,5102.02,-18.2969,27.7883,105.604,739.066,22.9025,-94.6358,-32.3693,69.2711,0.138242
64719.5,53710.3,127571,13883.4,12398.8,77787,-25.0401,7344.86,-66.4906,290.424,1143.13,584.064,1114,8733.36,114.061,7.76189,73.0847,2762.73,71.8865,-52.129,224.551,119.016,0.13911
52391.4,45450.4,117131,11370.7,10540.4,72281.9,13.1203,7710.85,57.4698,182.535,2159.39,316.271,132.168,4335.03,150.212,60.5509,76.398,319.709,43.1057,410.707,2.72797,21.1209,0.141657
41483.5,35540.5,116690,8857.75,8065.94,70643.8,-16.2756,3834.66,191.004,66.1192,7130.35,544.596,1127.26,6875.21,193.026,86.5208,53.5417,629.468,1.81442,-36.0668,-14.5862,976.094,0.142306
68615,56800.1,128264,13063,11465.8,77344.3,23.4299,9282.16,38.6963,-0.334063,4206.41,893.072,359.597,9531.4,311.015,22.8109,126.319,282.771,40.3145,1119.69,184.403,127.582,0.142522
81743.6,65710.9,129267,21251.9,18588.2,83466,-107.39,12304.2,-26.9182,174.453,1894.63,1000.79,453.864,15601.2,108.942,184.147,160.743,1829.66,28.6676,-48.1936,77.0956,1616.78,0.142555
47044.9,42219.3,114733,9130.75,8453.92,69273.6,-22.1956,5520.87,-11.761,-33.7135,4670.96,612.246,276.713,5222.59,139.863,18.3725,87.0237,295.564,17.907,-124.182,81.0756,25.4969,0.149496
49607.4,41584.5,120525,12008.4,10767.4,74641.4,-9.27111,5358.18,-23.1173,123.911,5399.58,897.388,247.171,1358.51,257.093,96.9424,49.8984,206.322,44.9892,164.677,16.6509,-53.4683,0.149649
48341.5,43746.6,114006,10218.3,9689.54,69684.2,32.572,4192,-57.0684,-26.3393,496.839,311.766,280.648,8534.96,155.992,59.383,146.047,2967.4,0.912033,-166.912,209.416,836.978,0.150275
55499.9,47164.2,121421,10679.7,9414.8,73364,-72.595,3196.28,71.7685,45.5736,1193.53,3415.43,455.055,2910.1,151.017,68.0722,105.243,1115.12,47.4628,1283.5,124.203,30.2852,0.151708
62446.7,51009.6,125290,14321.3,12422,79194.5,89.889,10288.7,-75.0856,175.367,1901.58,941.069,475.942,9546.19,270.441,99.4382,59.3182,716.479,69.7734,61.1335,211.139,116.643,0.153573
47279.9,41831.9,116950,13453.3,12101.6,77482.7,-85.3843,2556.19,31.7769,154.126,1539.09,5061.46,399.369,6182.31,233.179,70.8994,148.454,850.891,82.1508,2235.2,63.7197,117.397,0.153602
54219.9,46452.9,117802,12510.2,11161.7,75739.5,-260.751,4305.68,72.3986,-11.5674,4079.65,685.798,3805.93,4917.47,149.941,50.6343,115.455,534.289,66.9526,-43.349,208.798,-77.5856,0.153911
68184.9,57274.6,123719,14208.5,12792.3,79080,-209.66,5238.77,209.362,170.753,113.665,14429.9,680.433,449.154,335.839,163.932,269.403,5467.22,143.489,1056.37,918.233,-50.5173,0.157895
46015.8,42916.5,111724,9663.28,8849.35,71226.2,-113.741,2487.19,70.437,-37.1072,8401.18,762.561,919.644,9434.22,46.8498,55.4956,54.8415,207.984,30.6561,12.328,-25.124,1883.28,0.159658
48261,41531.4,117651,11088.3,10107.7,71333.2,-81.9048,4812.2,20.534,246.595,8063.88,638.914,955.437,3543.77,158.747,42.0984,74.7565,296.474,64.7807,17.7346,8.71591,-133.894,0.162468
54588.1,44996,121101,12374,10897.7,77235.3,-117.353,11070.1,260.097,286.497,746.453,12032.8,606.382,5406.4,194.114,17.3835,238.95,1165.2,65.1009,1903.67,339.042,-177.572,0.163538
50960.1,42114.3,122132,12545.7,11243.1,73449.9,24.4492,9398.91,3.29374,-27.6677,1215.62,647.641,174.444,3929.46,163.673,-0.320954,71.2375,663.65,15.9042,72.2572,175.595,181.352,0.164933
50186.4,41829,120087,9701.38,8781.62,70246.4,7.20609,6571.07,-20.1859,214.465,968.334,657.92,302.49,6832.01,91.2402,59.672,-38.184,1136.17,34.1924,-70.0154,56.6984,-108.322,0.164963
46169.1,39300.9,116729,10147.6,9106.87,73484.4,-4.81198,7484.31,116.035,204.117,3432.87,532.081,219.28,6491.14,60.0668,79.1445,94.0733,465.279,65.4913,150.303,33.5177,1098.47,0.165646
