"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD8-APC","CD7-APCH7","HLADR-AF700","CD11-PerCPCy55","CD38-BUV395","CD34-BUV563","CD4-BUV661","CD5-BUV737","CD15-BV421","CD3-BV480","Live_Dead Yellow","CD44-BV786","GFP","CD13-PE","CD33-PECF594","CD1a-PECy7","Time"
14468.9,13533.9,89910.6,17621.2,16931.9,77146.4,-60.3759,1575.42,7778.81,1229.66,333.698,3849.98,254.262,1561.99,927.957,1097.11,42.041,1849.85,49.1734,2614.05,707.091,1752.01,0.11703
15497.2,14589.6,92807.6,18356.4,17658,76992.3,-7.03951,1499.45,6878.2,1127.43,291.998,3295.22,275.031,1183.13,986.375,1074.38,72.9065,1880.73,68.9473,2504.17,795.966,1664.34,0.118052
14217.6,13301.4,90447.2,16858.7,16334.7,76633.4,26.8361,1318.85,7011.06,926.373,355.716,3276.83,257.429,1292.79,1007.96,1037.3,17.2433,1831.13,61.7529,2378.28,803.514,1638.26,0.119814
14404.8,13448.6,90181,16547.8,15971.7,74783.7,-91.3333,1490,6798.99,1166.43,345.295,2516.72,488.577,1730.66,948.361,1048.77,-17.4816,1822.02,40.024,2534.45,664.058,1852.97,0.120697
15409.8,14321.1,90242,19004.9,18347.3,76832.9,-202.051,1325.95,7285.72,1193.95,315.15,3270.31,622.32,1645.83,918.387,1033.22,132.066,1928.78,93.2001,2362.39,739.166,1689.11,0.124965
14243.3,13525.4,90456.7,17050,16555.4,74376,-80.3173,1346.3,7103.31,998.949,305.741,3322.92,474.914,1415.52,934.773,1108.51,31.5512,1993.99,38.655,2542.55,689.344,1832.05,0.127973
15330.5,14397.8,91247.4,18584.6,17946.9,76219.3,-112.79,1571.22,6934.64,1161.57,404.5,3370.81,492.66,1511.98,998.36,1076.34,-0.489025,2042.7,30.3209,2465.04,565.673,1799.14,0.130491
15457.9,14555.6,90589.7,18711.3,18009,76065.5,-25.0544,1271.59,6637.23,1026.52,333.007,3267.82,392.436,1665.61,1206.07,1144.86,10.9479,1933.21,99.6639,2431.53,856.799,1935.55,0.13095
15048.7,14183.1,91057.7,18427.4,17794.1,76553.3,10.1424,1491.64,7429.33,940.435,361.205,3687.27,400.598,1648.28,1044.66,1127.87,106.541,2139.63,69.0611,2526.49,973.532,1866.56,0.131561
20174.5,18835,96830.2,19767,18812.3,76923.8,-41.7908,1648.3,8194.55,845.459,419.162,3641.11,580.469,1732.31,1055.27,1323.24,48.0041,2341.47,73.7356,2650.19,846.929,2087.66,0.131941
14560.3,13720,89872.7,17066,16581.4,75216.5,-59.7278,1284.15,6838.18,956.058,310.933,3400.6,519.191,1560.25,1005.9,1074.36,116.607,1837.33,59.5529,2095.3,739.208,1485.36,0.133027
15150.6,14247.5,90806.4,18623,18086.7,76208.1,-15.6149,1226.5,7229.8,992.439,362.455,3527.48,285.319,1539.14,923.365,1130.74,108.472,2096.03,85.0872,2583.14,688.524,1955.94,0.137734
15063.4,14079.5,90901.8,17129.4,16647.2,74484,42.5023,950.377,7061.53,903.136,290.835,2898.62,260.169,1697.03,885.919,1166.76,45.1672,1750.63,14.3767,2159.49,846.363,1548.3,0.139239
23277.9,21348.8,99281.1,23150.9,21394.2,80905.3,-125.463,1586.1,8740.18,1627.53,392.008,3879.06,315.244,1316.13,1343,1375.87,77.3546,2506.56,82.6369,3169.91,1015.89,2312.25,0.140234
15277.1,14340.4,93334.2,17971,17329.7,76009,-16.5294,980.473,7022.45,1125.97,276.208,3123.48,68.8474,1740.24,937.051,1118.79,-6.59378,1694.87,52.6505,2353.03,442.005,1477.6,0.141494
15743.3,14895,93014,18870,18333.7,76192.1,-89.4047,1401.8,6851.34,1281.36,305.169,3012.04,459.277,1486.29,1066.22,1157.36,23.2024,2066.66,37.912,2457.85,710.025,1930.8,0.142198
14645.4,13787.3,89865.2,17188.4,16759.3,73129.9,-48.5086,1396.99,6968.89,1073.03,356.199,2991.97,278.706,1544.87,1061.64,1042.09,60.0693,1908.35,39.9354,2224.47,652.88,1419.13,0.14383
15826.7,14907.7,92911,18470.5,17655.6,76041.5,7.66813,1301.73,6986.87,900.648,326.258,3356.54,387.78,1545.35,947.492,1072.01,62.0231,1870.56,30.9564,2601.74,706.396,1550.56,0.143879
15159.8,14399,90302.6,17414,16998.2,74048.7,-101.763,1254.91,7175.16,1001.34,297.275,3146.42,463.898,1156.31,1110.95,909.459,109.835,1832.85,85.3471,2193.82,786.579,1480.71,0.145768
15180.8,14442.9,89857.2,14899.4,14528.4,73199.9,-80.5369,1445.47,6720.12,1263.6,290.09,2927.94,261.113,1575.3,1088.43,1103.66,23.1436,1902.09,47.6703,2525.04,853.931,1691.39,0.146217
15434.2,14595.2,90209.8,17619,17058,75171.9,27.3499,1247.71,6954.74,1177.53,264.881,2918.08,134.918,1285.22,775.696,996.497,134.647,1771.99,32.0905,2151.52,586.554,1544.33,0.149655
14776,13930.4,89572.4,17849.8,17393.9,73096.1,-94.285,1622.3,6849.33,1023.83,326.383,3799.71,396.512,1695.35,901.258,1102.37,36.4559,2123.73,32.9076,2308.17,652.897,1594.84,0.149977
14244.3,13469.6,88174.6,17252.1,16915.6,73621,17.4144,1118.22,5653.66,808.94,314.518,2988.11,374.787,1315.37,1104.8,1036.1,142.285,1467.12,12.1351,2309.2,781.804,2287.49,0.15047
14622.1,13942.3,89504.8,17503.1,17150.4,73462.6,35.431,1225.86,6593.28,978.125,362.98,3196.6,68.0324,1628.55,795.102,1066.45,39.4012,1955.1,36.8986,2224.08,805.44,1676.76,0.151856
14949.7,14188.9,87892.1,18186.1,17779.6,75738.1,-108.502,1328.05,6557.9,1127.56,256.297,3159.05,557.781,1077.2,761.016,1050.46,-35.9275,1914.35,32.5284,2277.62,636.865,1489.12,0.152658
14907.2,14036.9,90581.2,17117.9,16614.1,73609.5,-61.6145,1344.75,7180.22,979.418,284.277,3057.24,391.082,1811.36,890.253,1021.19,-20.4168,1682.53,57.5044,2385.26,617.484,1414.26,0.153337
14314.4,13502.4,89221.1,16100.7,15613.8,72165.8,-78.56,1251.65,7587.76,1025.27,339.813,3392.92,566.06,1438.15,1019.14,1155.45,41.6297,2122.15,76.3522,2642.35,816.28,1779.39,0.154003
14758.1,13781.5,90656.1,16913.6,16109.1,76539.3,48.9523,1038.11,6616.73,1109.59,303.676,3152.09,242.368,1410.79,880.059,1039.73,159.772,1792.34,61.0757,2067.74,773.139,1444.7,0.160409
15393,14504.4,89496.1,18451.6,17711.7,76662.8,-19.3529,1354.57,7280.9,979.391,403.961,3724.98,377.682,1267.7,917.777,1175.61,-5.51179,2335.5,87.5858,2549.98,661.104,1707.71,0.160446
14660.4,13637.3,90000,16884.1,16233,76258,-123.804,1316.2,6264.36,1045.04,219.436,2671.32,414.657,1077.31,708.37,817.113,-4.82108,1489.12,42.8751,2683.13,689.62,1879.54,0.161075
14413.7,13391.2,89681,17038.3,16210.2,76243.2,-144.061,1031.23,6253.35,898.543,365.966,3143.9,547.235,1315.83,703.461,1110.04,12.1019,1772.16,82.9152,1943.5,746.552,1668.73,0.164293
14410,13585.6,89521.8,16753.5,16269.4,73708.6,-24.4844,1235.64,7447.27,1122.24,388.316,3532.57,306.552,1542.26,1030.97,962.536,33.9547,1886.33,45.1865,2443.07,590.62,1723.55,0.164355
16254.2,15162.5,93548.6,18474,17611.1,77232.5,-55.365,1274,7313.01,964.335,298.209,3286.31,463.323,1676.29,1055.08,1123.09,104.632,2160.65,46.968,2242.56,792.588,1747.24,0.166192
15429.7,14404.3,92678.6,18814.9,17777.4,78482.8,-151.321,1138.15,6505.97,954.908,257.41,2919.89,473.335,1499.96,931.132,1160.02,31.5033,1950.45,56.4715,2353.03,713.408,1540.6,0.166647
14136,13092.5,89792.9,16685.3,15876.8,77191.3,12.0309,1074.7,6499.62,1108.91,278.905,3151.62,-10.0864,1401.36,833.718,1035.87,54.7273,1497.36,82.2117,2260.77,680.463,1681.39,0.166906
14831.1,13814.4,93524.3,17631,16918.6,75633.4,-56.5226,1223.39,7879.05,1282.22,373.826,3206.63,389.137,1663.32,808.609,1090.39,-25.9267,2076.45,47.3527,2305.41,966.425,1659.09,0.167575
14645.9,13652.5,89988.5,17409.6,16848,76223.4,-30.787,1183.85,7196.22,1153.48,331.196,3577.2,446.474,1247.09,957.029,1139.6,103.909,2331.32,85.3737,2524.01,764.803,2214.03,0.16805
14582,13596.1,90721.1,17276.9,16654,76173.1,-43.3552,1107.94,6676.18,816.077,564.642,5837.98,983.632,3528.64,2541.55,2098.5,155.495,2733.69,64.2226,2118.22,589.783,1874.81,0.170147
