"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD8-APC","CD7-APCH7","HLADR-AF700","CD11-PerCPCy55","CD38-BUV395","CD34-BUV563","CD4-BUV661","CD5-BUV737","CD15-BV421","CD3-BV480","Live_Dead Yellow","CD44-BV786","GFP","CD13-PE","CD33-PECF594","CD1a-PECy7","Time"
49004.6,40175,127249,9809.44,8051.49,76996.4,178.491,11250.4,873.726,1225.13,2733.01,471.277,-355.293,2595.8,23.1329,189.238,65.5235,2445.46,3.11589,99.753,61.5414,-468.773,24.7299
65985.6,52405.4,131143,15459.5,12388.5,85911.4,344.386,18041.2,1060.07,1490.69,870.473,716.141,-100.019,6625.92,148.421,266.339,230.894,3144.83,46.6113,12.5983,65.6852,-819.342,25.7495
49711.3,38837.1,128246,11749.2,9232.42,80913.6,113.547,19409.6,786.898,595.09,818.775,2423.2,96.746,3690.82,347.83,154.443,193.658,1735.81,105.923,1672.51,257.122,-798.856,25.7713
87075.2,69264.4,136365,16947.1,13903.1,86010.8,118.969,18274.2,1002,1038.42,8786.59,922.969,71.3426,6868.26,275.396,235.5,262.891,4219.93,92.5369,179.395,369.809,818.023,25.805
46572.7,39805.2,123905,10521.7,9085.12,76080.2,144.323,4318.62,153.899,514.353,6122.5,230.465,-42.0084,671.037,-82.3243,107.731,138.127,1493.28,48.9586,54.7702,43.8358,240.28,25.9274
43506.6,36913.5,121016,11547.4,9764.41,76465.5,891.069,5255.96,388.079,294.891,3318.79,-17.1038,1845.69,894.318,185.512,-15.8072,114.032,720.626,72.2471,205.51,153.777,-371.752,26.6695
59176.3,50664.8,126930,10760.9,9236.44,75565.5,348.147,8559.5,556.746,849.743,4028.7,541.299,1720.44,3456.85,290.135,120.451,139.983,803.441,24.4407,141.712,-46.8712,-204.057,26.9621
61159.8,50545.7,127678,12889.5,10837.9,80193.6,14.0131,9627.55,383.743,681.371,1551.51,512.908,358.513,2764.33,240.13,18.7735,214.839,445.635,86.5699,-0.0573576,-49.9315,-187.865,27.4
64441.2,52522.2,131829,14687.3,12184.5,82868.9,13519.8,5976.26,2574.34,2072.92,756.053,284.681,5122.71,2339.58,339.617,11205.9,178.165,5478.69,338.238,44.8657,-80.5425,154.434,27.934
44215.6,38077.2,120720,9578.94,8408.34,73900.8,1163.39,5452.29,640.516,655.853,6613.18,246.187,2876.47,1320.51,175.075,50.5558,93.3852,1064.47,40.7855,276.979,-176.488,-300.266,28.5939
58650,48473.5,126611,14460.4,12319.7,80170.3,10712.5,4571.07,1709.89,575.179,925.142,149.167,12555.9,645.558,163.36,569.848,176.446,2594.41,76.9507,249.493,52.0847,5065.65,29.2008
48406.4,39195.1,126334,9185.37,7796.74,73500.3,1371.81,7791.86,453.419,378.189,652.429,69.8467,1758.92,1182.22,165.874,154.447,136.596,1453.66,44.581,-158.073,169.535,-612.801,29.2658
70512,55601.2,134817,14565.6,11345.7,86373.8,114.577,18308,1272.06,1443.5,1113.59,584.104,-61.3265,7508.45,306.486,217.418,199.982,3910.09,49.0787,243.896,245.55,-256.271,29.4655
62877.5,49347.5,131042,11460.3,9394.75,80163.2,85.1485,12821,1573.08,1901.78,201.18,-84.0585,-373.112,3218.3,78.5779,145.854,27.8692,2090.05,42.1288,216.873,282.032,-1062.68,30.0294
74280.1,59470.9,134846,16371.1,13401.4,86217.3,121.161,10387.3,203.54,498.406,557.532,335.794,-272.394,703.306,192.083,148.283,227.707,1404.27,97.8754,1782.22,34.584,-789.708,30.1475
53350.3,44786.8,125316,10573.2,8981.99,75861.2,6693.23,7538.74,1624.94,452.057,2085.34,121.207,6799.95,255.133,147.515,2891.7,-26.6991,1985.55,132.085,1.62582,55.2102,-649.762,30.213
46009,38734,122741,9676.11,8174.14,75966.6,8468.36,6542.78,1432.54,762.361,1423.45,290.972,3689.15,418.957,329.784,297.681,125.722,1641.65,-11.1918,-13.8234,192.213,-610.485,30.2416
71884.4,58705.4,130450,14888.8,12521.5,83885.5,358.948,19683.3,954.977,717.308,1222.49,295.699,287.847,5721.01,305.856,97.1537,176.499,2295.5,73.5235,180.968,158.426,-609.761,30.7462
49376.8,40544.2,126307,9732.23,8061.53,76057.1,13.8333,17366.2,1266.7,1326,2170.77,193.147,-69.9592,3060.39,88.8016,-3.9691,251.045,2896.06,23.0997,-48.5781,318.435,-1440.02,31.6781
74036.5,58147.7,134960,15744.4,12719.1,85940.9,2949.56,21382.2,1151.68,999.835,2962.25,99.2646,225.258,3314.13,467.335,50.6912,364.444,1733.16,69.1465,-43.2593,6.01656,-14.5922,31.6921
65437.7,55496.4,127305,13536.7,11622.5,79122.6,5145.62,12188.7,538.862,432.114,3385.44,-46.5597,8466.93,1567.28,62.0222,200.888,-44.4357,1754.24,72.3562,227.07,22.7379,-937.43,32.0518
51107.5,42670.3,124328,11035.8,9239.35,79118.7,566.39,8875.87,741.465,588.887,1025.19,158.201,939.779,1914.03,91.0384,150.641,124.316,1660.42,57.0016,75.9932,79.3797,798.731,32.5382
51303.4,42816.6,125833,9619.88,8055.32,76204.6,799.708,13793.2,466.519,125.219,2172.38,263.787,1258.49,512.795,207.31,193.413,159.438,151.348,67.9931,-73.1314,44.5269,-972.275,33.2957
60020.6,48500.8,128929,11946.3,9888.5,79634.8,1607.61,20558.3,642.469,601.499,4816.21,1015.54,3234.69,1948.72,92.9815,4228.52,242.141,2554.32,168.337,-201.325,81.5054,-804.52,33.5353
62119,47205.7,134769,15080.4,12189.6,84905.3,246.089,19814.8,1523.93,1029.03,423.479,34.4082,335.482,5180.65,511.83,116.652,270.413,1519.33,98.2285,154.714,278.722,-1438.49,34.4313
66306.7,51350.8,133396,15480,12334.6,86884.5,1494.68,24602.4,1274.79,1319.78,1266.2,621.548,1292.33,2162.33,206.804,236.877,227.131,1620.51,106.783,-136.086,-50.4968,3168.76,36.9434
53119,44940.6,122219,10711.1,9123.3,75675.6,178.144,8862.15,1587.12,1991.96,784.256,-21.0114,-261.718,1122.32,-43.9546,95.9005,155.611,5246.27,69.6804,204.574,-95.2458,-1406.8,38.446
43901,36546.4,122182,9523.19,8070.79,74558.7,1617.41,7440.43,586.648,481.183,2092.24,-340.923,1044.11,-8.55828,64.2161,2516.11,117.273,2163.87,114.187,61.3556,-72.9837,-928.703,38.9481
46648.4,39181.3,123600,9469.96,7924.73,76321,1182.22,4912.09,384.642,240.328,761.886,322.436,53.6629,314.603,139.551,108.137,75.5755,53.5684,15.6127,-92.6635,90.4157,-730.12,41.8794
63457.9,52036.9,131413,13059.4,11060.5,79837.4,1584.21,9496.64,970.273,623.35,311.02,243.838,296.887,149.88,162.371,170.6,253.251,1659.28,37.8784,-117.529,89.1254,-1284.94,42.0191
60340.6,50261.1,128021,12612.3,10576.1,80385.5,203.239,5470.67,745.85,895.171,1446.5,284.755,21.8484,583.143,266.754,70.0853,183.152,439.214,66.3067,161.115,3.01265,-685.144,42.2917
52951.6,44346.5,127173,10057.3,8567.9,73739.6,1109.8,6270.75,744.931,824.73,2609.88,524.158,208.044,667.304,2.25037,4.01889,130.466,1391.34,40.6305,-281.599,160.053,-1053.58,43.3967
68122.9,54440.8,131462,14541.3,11914.5,83795.2,6808.66,7264.24,1874.17,940.539,1160.77,-334.677,2894.45,204.048,299.431,1163.01,87.0737,1054.35,85.3796,281.378,11.5934,-1269.21,45.6088
49472,41110.4,124828,9671.82,7926.81,76414.3,105.346,9734.96,866.523,920.18,805.762,73.7172,-243.124,535.414,245.14,175.729,30.1923,3183.95,78.5854,69.6535,10.9825,390.46,46.8065
56689.8,45577.8,130887,12028.9,10097.8,79986.5,50.2204,16227.4,1030.75,997.955,1038.43,314.785,-270.8,459.81,402.915,15.4377,57.7353,1601.42,28.305,120.526,-8.11618,-2001.03,46.9303
77982.2,57583.1,138739,20469.8,15872.6,93309.9,558.557,19929.9,1222.46,1750.33,1122.69,-92.2149,-197.21,2767.24,384.94,178.683,183.484,454.901,96.7306,-45.8902,164.805,-1304.15,47.041
60540,48858.7,131417,11943.9,9812.44,80065.5,514.13,11277.8,1367.09,1599.46,417.432,-3.78792,-404.883,3318,114.578,148.356,40.5017,1698.35,50.6513,388.959,-47.6955,-1317.74,48.3348
47911.9,39910.2,124106,9199.54,7715.57,76224.6,121005,4889.37,18674.9,3337.69,3714.67,890.958,7549.23,931.301,121.564,108.074,114.631,1977.84,57.0982,-86.2763,728.901,-1989.65,48.4694
59907.2,47914.3,131784,13482.5,11115.6,81011.2,142.429,8787.65,760.184,854.283,1326.98,437.319,91.7428,653.631,236.692,80.071,171.061,1661.14,28.1982,-61.4826,-112.086,-974.251,49.4835
58346.6,46675.9,131239,14545.4,11538,86041.8,2693.65,9912.88,1360,1029.49,4200.04,315.626,2951.56,1675.75,247.121,186.735,586.924,803.12,55.8756,-85.5323,-34.7557,-1308.15,49.6309
38901,33266.1,117974,8571.33,7360.86,72326,177.561,3758.71,420.513,529.307,800.138,-290.052,257.574,315.457,54.4574,193.462,79.965,364.92,56.8532,167.218,94.5708,-476.235,50.0341
56445.1,47164.6,128337,10120.3,8534.1,75850,701.186,14691,761.405,1021.24,1245.37,31.1528,454.048,1079.75,95.6266,68.9397,215.648,2771.73,70.746,12.9761,129.903,-498.818,50.3874
55594.2,45885.2,127859,9623.1,8007.39,76104.9,-6.53114,10407.4,786.2,878.552,413.802,501.468,-72.5467,470.51,137.155,108.97,176.248,416.13,66.6952,-70.8822,-129.228,-1036.8,50.7464
59221.4,48574.9,127932,11170.4,9307.3,79246.7,171.55,15443.8,889.9,758.521,510.275,26.6015,-38.8986,552.167,287.978,44.8908,265.164,1673.55,23.5786,-83.2878,249.618,-2022.67,50.8047
52847.5,45877.1,123556,8279.82,7130.3,70170.9,968.529,4609.04,672.657,454.043,723.241,-64.2829,252.996,32.284,117.706,74.3889,77.7118,505.291,39.5522,80.6654,-47.0781,-770.797,51.6657
62813,50299.4,153340,14000.2,11474.7,91322.7,1398.56,11697.1,1559.66,1518.51,529.003,-392.494,-459.191,560.736,-54.5389,123.344,156.062,1549.26,70.937,-72.157,250.518,-1706.48,51.8847
69642.8,57307.5,132295,13290.6,11267.4,80465.7,5285.46,19663,1543.01,1174,255.977,802.828,2102.71,241.118,297.198,91.4679,110.662,5457.55,67.251,160.083,104.353,-1788.74,53.9946
59639.3,49308.7,126990,11767.2,9919.38,79481.4,1508.12,4744.22,780.995,604.377,753.087,-53.8811,580.064,628.809,268.302,141.935,225.291,238.704,57.9331,-21.1136,-20.1109,-652.99,54.835
55673.8,45320.2,129782,10956.6,9043.05,78285.7,1622.28,10389.8,608.494,320.574,1770.44,203.905,1860.15,599.033,195.54,118.465,64.6069,974.1,20.254,-110.627,318.051,-233.503,55.1481
46513.6,38313.3,121457,9698.05,8129.62,76076.2,1802.03,8183.51,566.788,537.527,961.112,337.542,394.036,-20.3473,396.544,32.8121,134.55,420.447,8.2337,-74.9357,45.3818,-1233.47,55.7264
53642.4,44815.7,125030,13161.3,11239.5,80087.7,81.4029,5056.98,629.881,711.263,2239.48,21.62,-323.645,372.003,28.907,-10.475,142.211,3200.26,42.4264,208.668,142.417,-588.484,57.552
46133.5,37167.8,123941,9634.52,8003.2,76519.8,-24.1363,9087.19,801.094,851.822,1769.86,316.034,-237.149,311.678,203.763,52.348,194.141,1134.92,39.76,41.3026,7.84989,-1380.13,57.7841
53721.2,42854,126939,11952.2,9913.33,79339.8,560.758,13655.8,1152.17,1079.27,3678.88,184.331,225.859,1322.04,181.985,31.6424,280.705,603.864,62.7702,45.3416,-31.0855,-1581.29,57.8782
48590.8,39914.9,123850,10255.6,8513.85,76722.6,686.086,6046.61,951.975,1047.31,2072.47,325.409,-160.749,461.719,148.176,96.7039,103.428,2088.29,30.1582,-2.42102,66.4897,-934.112,58.5243
47644.8,39547.1,124692,8706.92,7286.14,72510.6,97.0382,5850.03,453.117,414.47,1410.06,525.948,-152.036,258.004,258.076,25.7877,223.663,526.761,21.9061,-173.803,25.8613,-872.09,59.6244
74691.9,57758.2,137536,16259.5,13036.1,87391.8,145.307,16607.8,1619.26,1596.78,472.715,354.664,-441.754,1406.5,451.458,164.914,138.685,1646.63,84.1075,9.07158,-27.1907,-2003.82,61.1926
77392.7,60432.2,136365,17782.3,14484.3,87107.6,4758.22,8438.9,2411.73,2068.8,606.216,-78.3533,858.42,170.281,145.105,100.038,205.068,4056.78,68.495,117.117,80.0582,-963.168,62.1114
49766.8,39744.1,125307,11557.2,9675.25,78441.8,98.7821,3606.22,542.086,759.122,836.547,-208.928,-122.034,-348.508,343.807,76.0574,116.059,1025.5,18.3032,39.2177,9.27933,-427.227,62.7562
51739.3,41679.2,126612,10804.1,8879.23,78682.2,1711.95,10876.9,958.027,1304.58,433.707,326.428,-106.263,-249.746,145.408,29.871,207.281,2463.93,68.6788,-62.4946,-160.731,-1756.36,63.0217
46950.4,39376.5,122002,10376.4,8672.92,77291,1448.89,2645.84,699.587,588.718,377.323,27.488,-279.437,154.433,165.362,52.6828,73.8808,526.203,32.4561,-2.86656,-88.3454,-669.221,63.0491
51383.1,41141.1,127364,10626.8,8697.15,79582.1,-10.4354,11366,1062.1,1193.59,241.558,-128.589,-372.989,-321.601,117.624,21.5406,175.622,2664.54,42.1191,31.3631,27.017,-1497.83,63.3512
71615.6,55519,134789,16890.9,13062.1,88165,121.175,26911.1,1690.24,1946.1,270.567,303.965,-414.678,5.29518,161.323,269.072,227.907,4255.07,100.17,105.238,78.4139,-3959.19,63.4317
49831.8,40032.5,127376,12933.1,10747.1,80388.3,76.9493,6654.19,582.574,992.07,1192.27,258.064,-169.712,124.5,406.27,83.0285,140.952,291.143,37.3247,0.198523,-20.0511,-1048.64,63.856
45149.1,38906.3,121545,13063.9,10699.7,82527.1,1565.97,2577.45,281.01,225.316,1491.18,-275.193,-47.289,128.019,324.394,28.4866,198.359,145.31,27.2676,56.9591,88.8201,-499.215,64.1077
58107.4,45506.6,132707,14675.3,11851,86852.3,-32.0191,12898.3,1226.88,1557.16,1029.55,-73.7203,-330.785,781.227,237.88,116.736,92.2423,1882.01,51.8459,34.334,606.189,-2018.09,65.2231
58606.4,48734.4,127715,10728.5,8979.28,76614.7,67.1398,17716.4,1056.68,668.089,1054.68,10.8672,-28.228,268.207,82.8241,2935.54,235.893,1687.91,92.8241,-68.7841,95.8682,-2566.77,66.7282
56706.7,47125.2,127637,10957,9181.9,78121.2,3107.24,15204.2,1014.55,547.692,928.926,22.117,1566.48,39.3196,354.244,183.83,143.44,1177.04,70.3857,-170.295,-55.7403,-2250.92,67.0871
60084.3,50366.4,128522,12851.5,10675.9,81032.5,119.451,18226.5,1057.27,1329.75,429.391,-80.8369,-235.067,875.35,475.283,107.181,277.138,740.188,69.0461,333.389,-54.6764,-2568.64,67.2617
53426,46026.3,121304,11664.9,10115.5,76374.1,2899.45,2393.85,1262.75,755.033,494.46,234.037,497.27,325.28,90.4516,-37.4586,22.3287,1004.63,34.6249,228.708,12.7742,-301.978,68.6656
65551.2,52080.3,130293,14457.9,11850.2,83362.2,1775.61,16896.2,1060.93,920.159,335.791,-283.381,547.517,649.867,47.3931,159.439,192.43,3307.43,76.5319,8.00194,163.095,-2013.78,68.8884
53355.8,44311,124606,10556.1,8816.46,77073.5,372.658,9718.82,737.364,1072.17,1703.67,223.066,224.5,449.181,280.065,80.4056,164.651,1811.66,31.7071,-26.0037,170.711,-1267.7,69.2757
49197,40434.2,123581,12812.9,10798.2,79165.8,259.223,5419.56,529.813,708.858,1169.57,470.371,238.074,187.122,258.5,122.389,91.045,585.305,31.4218,93.6425,-128.428,-465.044,69.3512
72019,52813.6,141098,18331.2,13795.8,92923.8,-19.29,9020.88,871.383,1144.64,510.835,495.825,-131.133,2920.37,338.41,141.595,280.64,1655,99.9982,325.699,43.9529,-1318.79,70.2962
50720,43623.8,124058,8419.97,7148.92,72956.9,1935.68,10055.7,1484.08,1091.77,311.343,101.356,322.791,62.9237,95.8014,170.416,110.661,4073.69,33.1349,46.1337,11.1332,-462.288,70.3476
37803.4,30138.3,121199,10220.1,8337.67,77710.3,405.537,2956.75,638.896,617.221,1129.19,23.2083,-12.1306,157.794,271.467,80.6188,420.842,1088.14,72.5238,-202.731,87.7689,-555.38,70.3695
